Amount Requested,Application Date,Loan Title,Risk_Score,Debt-To-Income Ratio,Zip Code,State,Employment Length,Policy Code
5000.0,2009-03-09,A family in need of debt consolidation,522.0,25.15%,142xx,NY,1 year,0.0
20000.0,2009-03-09, ,705.0,36.86%,913xx,CA,10+ years,0.0
9600.0,2009-03-09, ,683.0,4.32%,300xx,GA,< 1 year,0.0
8000.0,2009-03-09,medical,572.0,34.67%,826xx,WY,5 years,0.0
20000.0,2009-03-09, ,735.0,4.03%,088xx,NJ,1 year,0.0
13000.0,2009-03-09, ,717.0,1.41%,145xx,NY,3 years,0.0
10500.0,2009-03-09,Used car,658.0,31.41%,088xx,NJ,10+ years,0.0
20000.0,2009-03-09,consolidate debt,484.0,10.43%,234xx,VA,1 year,0.0
19808.64,2009-03-09, ,683.0,17.33%,750xx,TX,1 year,0.0
20000.0,2009-03-09, ,,99999%,731xx,OK,< 1 year,0.0
13143.0,2009-03-09, ,704.0,32.09%,762xx,TX,1 year,0.0
5000.0,2009-03-09, ,,99999%,600xx,IL,< 1 year,0.0
12000.0,2009-03-09,FOR MY BEAUTIFUL DAUGHTER...,478.0,8.09%,606xx,IL,10+ years,0.0
2000.0,2009-03-09, ,660.0,0%,955xx,CA,< 1 year,0.0
21000.0,2009-03-09, ,662.0,11.36%,305xx,GA,5 years,0.0
4000.0,2009-03-09,Consolidate Debt,520.0,0%,187xx,PA,4 years,0.0
10000.0,2009-03-09, ,710.0,0%,655xx,MO,10+ years,0.0
10000.0,2009-03-09, ,0.0,0%,913xx,CA,< 1 year,0.0
2000.0,2009-03-09,Have a slow payer ,666.0,19.83%,085xx,NJ,2 years,0.0
5000.0,2009-03-09,Business Start Up,445.0,31.88%,347xx,FL,< 1 year,0.0
15000.0,2009-03-09, ,,99999%,980xx,WA,2 years,0.0
14000.0,2009-03-09, ,706.0,0.27%,941xx,CA,< 1 year,0.0
22000.0,2009-03-09, ,,99999%,300xx,GA,2 years,0.0
14850.0,2009-03-09, ,699.0,29.95%,172xx,PA,8 years,0.0
17000.0,2009-03-09, ,,99999%,761xx,TX,4 years,0.0
1500.0,2009-03-09, ,638.0,24.36%,782xx,TX,3 years,0.0
7500.0,2009-03-09, ,772.0,15.66%,028xx,RI,10+ years,0.0
16000.0,2009-03-09, ,714.0,31.64%,532xx,WI,< 1 year,0.0
6000.0,2009-03-09, ,656.0,15.77%,190xx,PA,4 years,0.0
16000.0,2009-03-09,Consolidate and improve credit/finances,634.0,4.93%,524xx,IL,5 years,0.0
1500.0,2009-03-09, ,,99999%,922xx,CA,3 years,0.0
15000.0,2009-03-09,Personal Loan,666.0,1.31%,207xx,MD,10+ years,0.0
5300.0,2009-03-09,Escaping the Credit Card Interest!,592.0,28.65%,435xx,OH,2 years,0.0
10000.0,2009-03-09,OAR,544.0,20.06%,180xx,PA,7 years,0.0
20000.0,2009-03-09,Expand plumbing company,647.0,22.06%,366xx,AL,< 1 year,0.0
5000.0,2009-03-09,Mint Ducati URGENT!!!!!!!!!!!,689.0,28.32%,950xx,CA,1 year,0.0
4500.0,2009-03-09,Help,,-1%,120xx,NY,2 years,0.0
5000.0,2009-03-09,Funeral Arrangements,704.0,11.28%,857xx,AZ,8 years,0.0
10000.0,2009-03-09, ,,99999%,900xx,CA,< 1 year,0.0
14000.0,2009-03-09, ,,99999%,291xx,SC,< 1 year,0.0
1500.0,2009-03-09,New Job! Need Transportation..,495.0,0%,802xx,CO,3 years,0.0
4000.0,2009-03-09, ,671.0,1.43%,190xx,PA,1 year,0.0
20000.0,2009-03-09, ,,99999%,220xx,VA,7 years,0.0
10000.0,2009-03-09,Business Startup,479.0,0%,212xx,MD,3 years,0.0
18000.0,2009-03-09, ,,99999%,347xx,FL,< 1 year,0.0
14406.0,2009-03-09, ,765.0,17.76%,153xx,PA,10+ years,0.0
20000.0,2009-03-09,debt consolidation,657.0,6.09%,331xx,FL,7 years,0.0
1500.0,2009-03-09,help,647.0,68.32%,242xx,VA,7 years,0.0
18000.0,2009-03-09, ,641.0,7.4%,917xx,CA,10+ years,0.0
19000.0,2009-03-09,Graduate School Loan -- NYC,580.0,4.65%,100xx,NY,2 years,0.0
10000.0,2009-03-09, ,,99999%,928xx,CA,< 1 year,0.0
20000.0,2009-03-09, ,766.0,2.46%,427xx,KY,< 1 year,0.0
17066.62,2009-03-09, ,713.0,25.51%,917xx,CA,< 1 year,0.0
7000.0,2009-03-09, ,669.0,45.78%,071xx,NJ,1 year,0.0
10000.0,2009-03-09,Emergency Loan,538.0,1.3%,100xx,NY,< 1 year,0.0
13000.0,2009-03-09, ,,99999%,907xx,CA,4 years,0.0
5000.0,2009-03-09,Business Sstart up,585.0,0%,212xx,MD,10+ years,0.0
3500.0,2009-03-09,Getting back on our feet..,482.0,0%,300xx,GA,4 years,0.0
7000.0,2009-03-09,Loan fz1,658.0,0%,216xx,MD,< 1 year,0.0
11800.0,2009-03-09,Motorcycle Refinance,607.0,36.83%,217xx,MD,2 years,0.0
7500.0,2009-03-09, ,,99999%,926xx,CA,1 year,0.0
10000.0,2009-03-09, ,776.0,4.15%,720xx,AR,3 years,0.0
3000.0,2009-03-09,Personal loan,515.0,31.47%,531xx,WI,10+ years,0.0
5000.0,2009-03-09,My Daughter’s Wedding,612.0,13.42%,926xx,CA,< 1 year,0.0
20000.0,2009-03-09,Transfering to Buckingham University,0.0,0%,852xx,AZ,< 1 year,0.0
9500.0,2009-03-09, ,622.0,11.61%,114xx,NY,8 years,0.0
14000.0,2009-03-09, ,733.0,28.43%,322xx,FL,4 years,0.0
7500.0,2009-03-09,Pursuit of Excellence in Education,606.0,5.81%,785xx,TX,10+ years,0.0
10000.0,2009-03-09, ,728.0,0.63%,950xx,CA,1 year,0.0
12000.0,2009-03-09,DW001,677.0,18.24%,030xx,NH,10+ years,0.0
20000.0,2009-03-09,personal credit line,680.0,16.04%,191xx,PA,3 years,0.0
1000.0,2009-03-09,waiting on my student loans,0.0,0%,321xx,FL,1 year,0.0
15000.0,2009-03-09, ,736.0,54.85%,221xx,VA,10+ years,0.0
10000.0,2009-03-09,Personal Loan,665.0,51.03%,770xx,TX,2 years,0.0
1500.0,2009-03-09,EMERGENCY ,469.0,20.73%,634xx,MO,2 years,0.0
24000.0,2009-03-09, ,714.0,7.68%,454xx,OH,3 years,0.0
15000.0,2009-03-09, ,652.0,9.38%,026xx,MA,4 years,0.0
20000.0,2009-03-09,Tanning Salon Loan,714.0,17.61%,581xx,MN,8 years,0.0
20500.0,2009-03-09, ,695.0,37.05%,494xx,MI,10+ years,0.0
7500.0,2009-03-09, ,,99999%,103xx,NY,10+ years,0.0
5000.0,2009-03-09, ,,99999%,060xx,CT,6 years,0.0
19000.0,2009-03-09, ,640.0,15.92%,928xx,CA,10+ years,0.0
20000.0,2009-03-09,building a future,798.0,1.5%,076xx,NJ,6 years,0.0
10000.0,2009-03-09,Wedding,658.0,24.32%,926xx,CA,2 years,0.0
20500.0,2009-03-09, ,784.0,30.63%,189xx,PA,1 year,0.0
7500.0,2009-03-09, ,726.0,0.55%,021xx,MA,1 year,0.0
12000.0,2009-03-09, ,659.0,46.2%,908xx,CA,1 year,0.0
3000.0,2009-03-09, ,658.0,24.84%,638xx,MO,1 year,0.0
15000.0,2009-03-09, ,694.0,0.54%,070xx,NJ,< 1 year,0.0
5000.0,2009-03-09,Vehicle loan,631.0,8.4%,802xx,CO,4 years,0.0
20000.0,2009-03-09,Need help with international contract!,649.0,18.57%,209xx,MD,4 years,0.0
19000.0,2009-03-09, ,,99999%,891xx,NV,8 years,0.0
3000.0,2009-03-09,Desperately wanting to go to school.,526.0,18.74%,301xx,GA,1 year,0.0
14000.0,2009-03-09, ,711.0,1.26%,028xx,RI,1 year,0.0
8000.0,2009-03-09, ,689.0,5.38%,334xx,FL,3 years,0.0
7753.08,2009-03-09, ,757.0,29.73%,321xx,FL,< 1 year,0.0
3500.0,2009-03-09, ,656.0,10.08%,144xx,NY,5 years,0.0
15000.0,2009-03-09, ,,99999%,191xx,PA,10+ years,0.0
16000.0,2009-03-09, ,693.0,57.76%,438xx,OH,< 1 year,0.0
9000.0,2009-03-09,Loan for Motorcycle,647.0,12%,191xx,PA,1 year,0.0
10500.0,2009-03-09, ,752.0,29.93%,628xx,IL,10+ years,0.0
2000.0,2009-03-09,A Home for My Son,522.0,0%,794xx,TX,< 1 year,0.0
4000.0,2009-03-09, ,743.0,1.5%,951xx,CA,1 year,0.0
20000.0,2009-03-09, ,757.0,38.32%,946xx,CA,< 1 year,0.0
10000.0,2009-03-09,Help Mom/Consolidate Debt/Buy Gear,0.0,0%,068xx,CT,10+ years,0.0
20000.0,2009-03-09,Move to DC,554.0,1.23%,554xx,MN,10+ years,0.0
2500.0,2009-03-09,personal,644.0,33.55%,019xx,MA,2 years,0.0
7000.0,2009-03-09,Consolidate for lower rate!,634.0,30.92%,803xx,CO,2 years,0.0
14000.0,2009-03-09, ,753.0,20.97%,087xx,NJ,10+ years,0.0
1000.0,2009-03-09,online business,516.0,18%,752xx,TX,< 1 year,0.0
11050.0,2009-03-09,debt consolidation,607.0,38.97%,782xx,TX,1 year,0.0
20000.0,2009-03-09, ,,99999%,330xx,FL,< 1 year,0.0
1200.0,2009-03-09,Last payment for taxes,481.0,8.54%,080xx,NJ,4 years,0.0
8000.0,2009-03-09, ,,99999%,917xx,CA,6 years,0.0
13500.0,2009-03-09, ,648.0,2.41%,496xx,MI,2 years,0.0
4000.0,2009-03-09, ,677.0,0%,122xx,NY,< 1 year,0.0
6900.0,2009-03-09,Motorcycle Loan,663.0,6.8%,601xx,IL,2 years,0.0
5000.0,2009-03-09,personal loan,589.0,13.11%,207xx,MD,9 years,0.0
12000.0,2009-03-09,Single mom need a debt consolidation,651.0,207.74%,952xx,CA,1 year,0.0
3500.0,2009-03-09,motorcycle loan,574.0,0%,104xx,NY,< 1 year,0.0
15000.0,2009-03-09,Business is growing,770.0,32.78%,672xx,KS,4 years,0.0
9000.0,2009-03-09, ,0.0,0%,757xx,TX,< 1 year,0.0
3000.0,2009-03-09, ,724.0,0%,200xx,DC,< 1 year,0.0
10000.0,2009-03-09, ,,99999%,334xx,FL,10+ years,0.0
16914.36,2009-03-09, ,,99999%,145xx,NY,< 1 year,0.0
8500.0,2009-03-09,Refinance my loan Please!!,660.0,3.33%,920xx,CA,1 year,0.0
8000.0,2009-03-09, ,700.0,36.39%,617xx,IL,< 1 year,0.0
13000.0,2009-03-09, ,,99999%,148xx,NY,10+ years,0.0
5000.0,2009-03-09,Loan to help get started,0.0,0%,110xx,NY,< 1 year,0.0
20000.0,2009-03-09,Taxes and Payroll,614.0,11.7%,201xx,VA,< 1 year,0.0
22000.0,2009-03-09, ,,99999%,329xx,FL,10+ years,0.0
3500.0,2009-03-09,Family of 7 desires home ownership!,616.0,9.73%,488xx,MI,9 years,0.0
9000.0,2009-03-09, ,757.0,11.96%,201xx,VA,8 years,0.0
14000.0,2009-03-09, ,715.0,58.05%,190xx,PA,< 1 year,0.0
8000.0,2009-03-09, ,721.0,25.87%,450xx,OH,< 1 year,0.0
7500.0,2009-03-09, ,714.0,0%,926xx,CA,1 year,0.0
19000.0,2009-03-09, ,657.0,13.92%,800xx,CO,10+ years,0.0
10000.0,2009-03-09,student loan,529.0,7.92%,973xx,OR,1 year,0.0
9000.0,2009-03-09,Refuse to give B of A any more money!,657.0,22.42%,850xx,AZ,10+ years,0.0
5000.0,2009-03-09,Home Down Payment,,-1%,325xx,FL,< 1 year,0.0
7000.0,2009-03-09,personal,697.0,45.81%,452xx,OH,< 1 year,0.0
10000.0,2009-03-09, ,730.0,0%,485xx,MI,2 years,0.0
22000.0,2009-03-09, ,,99999%,303xx,GA,2 years,0.0
9692.0,2009-03-09, ,598.0,16.35%,137xx,NY,10+ years,0.0
22000.0,2009-03-09, ,,99999%,336xx,FL,5 years,0.0
10000.0,2009-03-09,Need new equipment and software,592.0,0.32%,921xx,CA,3 years,0.0
23000.0,2009-03-09, ,726.0,12.21%,531xx,WI,10+ years,0.0
15000.0,2009-03-09, ,,99999%,061xx,CT,< 1 year,0.0
10000.0,2009-03-09,vacation,768.0,5.05%,238xx,VA,10+ years,0.0
20000.0,2009-03-09, ,,99999%,962xx,CA,9 years,0.0
2000.0,2009-03-09,Relocate,538.0,4.5%,212xx,MD,1 year,0.0
13000.0,2009-03-09, ,,99999%,891xx,NV,5 years,0.0
12000.0,2009-03-09,motorcycle loan,742.0,26.15%,921xx,CA,4 years,0.0
5000.0,2009-03-09, ,704.0,32.81%,917xx,CA,1 year,0.0
8000.0,2009-03-09, ,733.0,27.11%,985xx,WA,3 years,0.0
25000.0,2009-03-09,Taking Care of Business,,-1%,601xx,IL,10+ years,0.0
12500.0,2009-03-09,College Girl Needs a Hand,649.0,2.82%,086xx,NJ,< 1 year,0.0
19000.0,2009-03-09, ,653.0,3.77%,900xx,CA,3 years,0.0
18000.0,2009-03-09, ,,99999%,995xx,AK,4 years,0.0
15000.0,2009-03-09, ,797.0,0.4%,951xx,CA,< 1 year,0.0
10000.0,2009-03-09,Law School Student Loan,622.0,125.04%,300xx,GA,2 years,0.0
16000.0,2009-03-10, ,712.0,91.03%,928xx,CA,10+ years,0.0
15000.0,2009-03-10,my loan,564.0,1.75%,453xx,OH,3 years,0.0
16675.0,2009-03-10,Credit Card Debt Consolidation Help,680.0,28.07%,487xx,MI,6 years,0.0
23000.0,2009-03-10, ,678.0,26.77%,454xx,OH,6 years,0.0
1000.0,2009-03-10,business loan,,-1%,958xx,CA,5 years,0.0
12000.0,2009-03-10,Debt Consolidation,739.0,59.02%,346xx,FL,< 1 year,0.0
7174.0,2009-03-10, ,,99999%,297xx,SC,10+ years,0.0
1000.0,2009-03-10,wife,518.0,25.89%,799xx,TX,1 year,0.0
10000.0,2009-03-10, ,696.0,29.18%,300xx,GA,4 years,0.0
15000.0,2009-03-10,Medical Practice start up,698.0,66.75%,328xx,FL,10+ years,0.0
2500.0,2009-03-10,personal loan,498.0,484.98%,986xx,WA,2 years,0.0
15000.0,2009-03-10, ,710.0,26.48%,980xx,WA,10+ years,0.0
5000.0,2009-03-10,education,467.0,22.35%,316xx,GA,8 years,0.0
24279.38,2009-03-10, ,686.0,22.1%,431xx,OH,4 years,0.0
4000.0,2009-03-10, ,672.0,39.9%,077xx,NJ,6 years,0.0
4000.0,2009-03-10,Alaska business plan ,540.0,0%,344xx,FL,1 year,0.0
20000.0,2009-03-10,Growth Funding,747.0,0%,151xx,PA,5 years,0.0
1000.0,2009-03-10,Keep my House,481.0,35.66%,218xx,MD,3 years,0.0
20000.0,2009-03-10,Working funds,630.0,11.82%,151xx,PA,5 years,0.0
15000.0,2009-03-10,Honda Motorcycle,639.0,15.47%,297xx,SC,< 1 year,0.0
20000.0,2009-03-10, ,673.0,31.32%,782xx,TX,4 years,0.0
10000.0,2009-03-10,Debt consoliation,696.0,20.04%,290xx,SC,< 1 year,0.0
2500.0,2009-03-10,Bill Consolidation,507.0,3.63%,787xx,TX,10+ years,0.0
5000.0,2009-03-10,Wedding,471.0,0%,207xx,MD,4 years,0.0
5000.0,2009-03-10,making my payments easier,648.0,48.51%,302xx,GA,1 year,0.0
12000.0,2009-03-10,Harley Davidson Ultra Classic motorcycle,702.0,39.48%,456xx,OH,10+ years,0.0
20000.0,2009-03-10,Redo,686.0,42.49%,804xx,CO,4 years,0.0
8000.0,2009-03-10,EMERGENCY LOAN,444.0,16.53%,216xx,MD,2 years,0.0
6500.0,2009-03-10, ,677.0,29.45%,201xx,VA,< 1 year,0.0
1000.0,2009-03-10,home improvement,0.0,0%,296xx,SC,5 years,0.0
2000.0,2009-03-10,Business loan,573.0,3.99%,117xx,NY,< 1 year,0.0
15000.0,2009-03-10, ,,99999%,802xx,CO,6 years,0.0
10000.0,2009-03-10, ,727.0,42.6%,936xx,CA,< 1 year,0.0
10000.0,2009-03-10,emergency loan,519.0,0%,216xx,MD,2 years,0.0
2500.0,2009-03-10, ,640.0,0%,064xx,CT,1 year,0.0
7000.0,2009-03-10,Debt Consolidation,489.0,1.58%,983xx,WA,< 1 year,0.0
13000.0,2009-03-10, ,738.0,0%,631xx,MO,1 year,0.0
20000.0,2009-03-10,Lighten The Load,700.0,25.59%,333xx,FL,6 years,0.0
15000.0,2009-03-10, ,645.0,10.64%,115xx,NY,6 years,0.0
8000.0,2009-03-10, ,642.0,21.91%,330xx,FL,2 years,0.0
13000.0,2009-03-10,Buy a car and Home Improvement,,-1%,802xx,CO,6 years,0.0
3000.0,2009-03-10, ,689.0,0.31%,314xx,GA,4 years,0.0
4000.0,2009-03-10,Buying my first car,,-1%,339xx,FL,< 1 year,0.0
3000.0,2009-03-10, ,663.0,12.29%,604xx,IL,< 1 year,0.0
10000.0,2009-03-10,Consolidate,499.0,16.14%,631xx,MO,3 years,0.0
20000.0,2009-03-10,boat loan,522.0,25.65%,283xx,SC,10+ years,0.0
5000.0,2009-03-10,Carpet Clening Loan,,-1%,765xx,TX,6 years,0.0
3500.0,2009-03-10,Loan to improve blue crab business,,-1%,327xx,FL,3 years,0.0
2400.0,2009-03-10,Adding to Emergency Funds,800.0,0%,630xx,MO,1 year,0.0
8000.0,2009-03-10,motorcycle,684.0,26.94%,355xx,AL,10+ years,0.0
3700.0,2009-03-10,Debt,586.0,18.12%,797xx,TX,< 1 year,0.0
20000.0,2009-03-10,Tisha,668.0,56.58%,843xx,UT,8 years,0.0
10000.0,2009-03-10,moving,585.0,12.46%,088xx,NJ,7 years,0.0
1500.0,2009-03-10,repayment,724.0,49.26%,667xx,KS,3 years,0.0
12000.0,2009-03-10,Debt Consolidation,574.0,8.4%,775xx,TX,1 year,0.0
8000.0,2009-03-10,Need to get caught up!,436.0,2.88%,549xx,WI,10+ years,0.0
10000.0,2009-03-10, ,712.0,0%,770xx,TX,< 1 year,0.0
10000.0,2009-03-10,motorcycle,584.0,4.47%,913xx,CA,10+ years,0.0
9000.0,2009-03-10, ,710.0,30.66%,754xx,TX,9 years,0.0
14000.0,2009-03-10,start up business,,-1%,232xx,VA,4 years,0.0
20000.0,2009-03-10,operetion loan,633.0,0%,802xx,CO,3 years,0.0
2500.0,2009-03-10,down payment ,489.0,18.44%,273xx,SC,6 years,0.0
6000.0,2009-03-10,Need assistance,520.0,21.26%,235xx,VA,10+ years,0.0
5000.0,2009-03-10,moving ,592.0,21.8%,422xx,KY,7 years,0.0
20000.0,2009-03-10,Consolidate Debt,,-1%,330xx,FL,2 years,0.0
17900.0,2009-03-10, ,727.0,19.27%,535xx,WI,4 years,0.0
4000.0,2009-03-10, ,674.0,65.66%,330xx,FL,6 years,0.0
10000.0,2009-03-10,Need help to finish my Schooling ,628.0,216.86%,847xx,UT,1 year,0.0
1500.0,2009-03-10,Quick repairs at work,645.0,0.8%,117xx,NY,1 year,0.0
20000.0,2009-03-10,Working Capital,,-1%,850xx,AZ,6 years,0.0
24000.0,2009-03-10, ,724.0,18.61%,410xx,KY,10+ years,0.0
15000.0,2009-03-10,Debt No More,567.0,197.7%,787xx,TX,10+ years,0.0
22000.0,2009-03-10, ,765.0,0.19%,785xx,TX,2 years,0.0
14000.0,2009-03-10,Refinance high interest credit card,710.0,26.39%,305xx,GA,10+ years,0.0
13425.0,2009-03-10,A/C Needed Before Texas Summer Sets In!,631.0,16.48%,770xx,TX,1 year,0.0
3000.0,2009-03-10,Personal Emergency,,-1%,112xx,NY,3 years,0.0
19275.0,2009-03-10, ,745.0,28.37%,310xx,GA,< 1 year,0.0
15000.0,2009-03-10,Student Loan for hardworking Wife,580.0,10.39%,666xx,KS,10+ years,0.0
20000.0,2009-03-10, ,640.0,15.53%,908xx,CA,4 years,0.0
8000.0,2009-03-10,Need to keep 6+ years business going,544.0,41.2%,801xx,CO,6 years,0.0
7500.0,2009-03-10, ,667.0,34.97%,120xx,NY,10+ years,0.0
15000.0,2009-03-10, ,752.0,28.3%,120xx,NY,2 years,0.0
15000.0,2009-03-10,Help pay off High Interest Credit Cards,648.0,15.94%,550xx,MN,2 years,0.0
10000.0,2009-03-10, ,,99999%,023xx,MA,< 1 year,0.0
15000.0,2009-03-10, ,691.0,26.96%,773xx,TX,3 years,0.0
14700.0,2009-03-10, ,,99999%,208xx,MD,1 year,0.0
5000.0,2009-03-10,Personal Loan,525.0,0%,967xx,HI,4 years,0.0
1000.0,2009-03-10,Paying bills,430.0,5.4%,833xx,IL,< 1 year,0.0
3300.0,2009-03-10,Motorcycle loan,727.0,1.3%,030xx,NH,< 1 year,0.0
1000.0,2009-03-10,babysitter emergency,543.0,3.56%,902xx,CA,10+ years,0.0
19000.0,2009-03-10,pers. loan,731.0,22.27%,145xx,NY,7 years,0.0
10000.0,2009-03-10, ,,99999%,330xx,FL,< 1 year,0.0
20000.0,2009-03-10,To visit my doughter after 10 yr.,743.0,4.78%,912xx,CA,8 years,0.0
19000.0,2009-03-10, ,682.0,1.01%,873xx,NM,< 1 year,0.0
1000.0,2009-03-10,medical procedure needed,481.0,9.9%,117xx,NY,< 1 year,0.0
5000.0,2009-03-10,Med Loan,541.0,0%,705xx,LA,< 1 year,0.0
20000.0,2009-03-10,Interim living expenses ,664.0,10.91%,787xx,TX,3 years,0.0
12000.0,2009-03-10,motorcycle ,472.0,12.21%,981xx,WA,7 years,0.0
17000.0,2009-03-10, ,720.0,15.59%,294xx,SC,4 years,0.0
3500.0,2009-03-10,Rings and debt,607.0,36.95%,265xx,WV,< 1 year,0.0
20000.0,2009-03-10,Consolidating Debt,489.0,23.88%,018xx,MA,2 years,0.0
6000.0,2009-03-10,Education Expenses,610.0,22.4%,144xx,NY,5 years,0.0
8000.0,2009-03-10, ,,99999%,352xx,AL,3 years,0.0
2000.0,2009-03-10,debts,493.0,0%,973xx,OR,< 1 year,0.0
3500.0,2009-03-10, ,644.0,1.12%,190xx,PA,1 year,0.0
3000.0,2009-03-10,Vacation,,-1%,450xx,OH,2 years,0.0
10000.0,2009-03-10, ,699.0,32.7%,437xx,OH,10+ years,0.0
20000.0,2009-03-10, ,,99999%,113xx,NY,3 years,0.0
9500.0,2009-03-10,Bill Consolidation,523.0,21.18%,600xx,IL,< 1 year,0.0
1200.0,2009-03-10,Paying back friends money I own them,539.0,17.47%,914xx,CA,1 year,0.0
5000.0,2009-03-10, ,673.0,25.06%,060xx,CT,< 1 year,0.0
5000.0,2009-03-10,Please help me finish school,565.0,46.87%,850xx,AZ,< 1 year,0.0
15000.0,2009-03-10,Senior Marketing Accoutant,,-1%,310xx,GA,4 years,0.0
11500.0,2009-03-10,Freedom,677.0,7.68%,782xx,TX,< 1 year,0.0
2000.0,2009-03-10,Property Taxes,544.0,12.56%,210xx,MD,2 years,0.0
16995.0,2009-03-10, ,704.0,36.21%,109xx,NY,4 years,0.0
1500.0,2009-03-10, ,663.0,51.3%,923xx,CA,2 years,0.0
10000.0,2009-03-10,Help Me Start My Business,646.0,13.67%,606xx,IL,3 years,0.0
20000.0,2009-03-10,RATE REDUCTION,617.0,12.18%,082xx,NJ,10+ years,0.0
15000.0,2009-03-10,Tattoo supply from home business,477.0,0%,891xx,NV,5 years,0.0
20000.0,2009-03-10,Debt Consolidatio,678.0,26.66%,605xx,IL,4 years,0.0
4000.0,2009-03-10,Motorcycle Purchase,476.0,2.01%,275xx,SC,1 year,0.0
20000.0,2009-03-10,Business Loan,763.0,5.52%,145xx,NY,1 year,0.0
2000.0,2009-03-10,Helping My Education,,-1%,122xx,NY,1 year,0.0
8500.0,2009-03-10,Motorcycle loan,649.0,22.57%,782xx,TX,10+ years,0.0
5000.0,2009-03-10,Car Load,0.0,12%,170xx,PA,< 1 year,0.0
12000.0,2009-03-10, ,719.0,26.44%,338xx,FL,9 years,0.0
24000.0,2009-03-10, ,741.0,45.38%,117xx,NY,3 years,0.0
5000.0,2009-03-10,Foxtrot,,-1%,940xx,CA,2 years,0.0
6000.0,2009-03-10,Media Company,499.0,3.4%,974xx,OR,8 years,0.0
20000.0,2009-03-10, ,727.0,2.23%,303xx,GA,< 1 year,0.0
15000.0,2009-03-10, ,,99999%,190xx,PA,8 years,0.0
5000.0,2009-03-10,g-ma's hospital bills,489.0,0%,965xx,CA,5 years,0.0
21000.0,2009-03-10, ,694.0,19.9%,956xx,CA,< 1 year,0.0
4000.0,2009-03-10,Buying a car,0.0,0%,952xx,CA,< 1 year,0.0
5500.0,2009-03-10,Motorcycle Loan,,-1%,112xx,NY,1 year,0.0
10000.0,2009-03-10,I need help financing my wedding,514.0,0%,639xx,MO,1 year,0.0
7000.0,2009-03-10,Edward's Loan,487.0,12.25%,352xx,AL,2 years,0.0
1500.0,2009-03-10,personal,,-1%,606xx,IL,4 years,0.0
6000.0,2009-03-10,I need a small loan for a boat purchase,500.0,10.95%,802xx,CO,< 1 year,0.0
4500.0,2009-03-10,Used Motorcycle Loan,661.0,4.36%,444xx,OH,2 years,0.0
14300.0,2009-03-10,"Baby on the way, need to pay off CC's!",,23.42%,773xx,NY,< 1 year,0.0
5000.0,2009-03-10,car accident,430.0,6%,606xx,IL,< 1 year,0.0
20000.0,2009-03-10,boat loan,548.0,26.57%,657xx,MO,7 years,0.0
15000.0,2009-03-10,car loan,500.0,15.51%,453xx,OH,5 years,0.0
5000.0,2009-03-10,new start,516.0,0%,040xx,MA,< 1 year,0.0
10000.0,2009-03-10, ,770.0,6.35%,941xx,CA,2 years,0.0
5000.0,2009-03-10,My First Car,721.0,28.44%,606xx,IL,< 1 year,0.0
4000.0,2009-03-10, ,678.0,1.48%,605xx,IL,< 1 year,0.0
18000.0,2009-03-10,High Interest reduction,743.0,0.44%,850xx,AZ,5 years,0.0
3000.0,2009-03-10,Moving from Toronto to Mississippi,769.0,4.38%,134xx,NY,< 1 year,0.0
5000.0,2009-03-10,consolidate debt,515.0,55.59%,276xx,SC,10+ years,0.0
12000.0,2009-03-10, ,649.0,7.52%,951xx,CA,1 year,0.0
15000.0,2009-03-10,V Experienced Professional w/Solid Plan,454.0,7.95%,957xx,CA,4 years,0.0
20000.0,2009-03-10,Consolidate all credit cards and loans,639.0,5.67%,900xx,CA,7 years,0.0
20000.0,2009-03-10,Debt,740.0,42.79%,912xx,CA,4 years,0.0
20000.0,2009-03-11,Meridian Business Startup ,509.0,7.97%,760xx,TX,< 1 year,0.0
5000.0,2009-03-11,Medical Loan,684.0,6.04%,969xx,HI,3 years,0.0
18400.0,2009-03-11, ,691.0,33.6%,857xx,AZ,10+ years,0.0
5000.0,2009-03-11,pay back bills,0.0,4%,436xx,OH,1 year,0.0
20000.0,2009-03-11,PAY OFF MY CREDIT CARD BILL,541.0,14.04%,334xx,FL,1 year,0.0
10000.0,2009-03-11,Personal Loan,741.0,20.9%,212xx,MD,< 1 year,0.0
5000.0,2009-03-11, ,0.0,0%,440xx,OH,< 1 year,0.0
20000.0,2009-03-11,Credit and Medical Expenses consolidatio,492.0,5.97%,075xx,NJ,1 year,0.0
16000.0,2009-03-11, ,710.0,11.79%,310xx,GA,10+ years,0.0
7500.0,2009-03-11, ,674.0,57.98%,211xx,MD,2 years,0.0
1000.0,2009-03-11,auto repairs,514.0,8.19%,782xx,TX,1 year,0.0
12000.0,2009-03-11, ,645.0,14.53%,140xx,NY,5 years,0.0
9000.0,2009-03-11,I need help to eliminate my debt,522.0,6.1%,136xx,NY,4 years,0.0
10000.0,2009-03-11,Shane Koenig Loan,,7.76%,801xx,CO,8 years,0.0
20000.0,2009-03-11, ,689.0,16.68%,183xx,PA,10+ years,0.0
10000.0,2009-03-11,home improvement,587.0,145.33%,754xx,TX,7 years,0.0
10000.0,2009-03-11,"Pay of Credit Card, Study expenses",688.0,2.37%,100xx,NY,< 1 year,0.0
10000.0,2009-03-11,refinance loan,515.0,59.09%,025xx,MA,10+ years,0.0
